transcript_id	gene_id	length	parent_name	l_utr5	l_utr3	l_cds
YIL125W_mRNA	KGD1	3315	YIL125W	97	176	3042
YDR148C_mRNA	KGD2	1812	YDR148C	236	187	1389
YJL094C_mRNA	KHA1	2892	YJL094C	97	176	2619
YHR102W_mRNA	KIC1	3509	YHR102W	178	91	3240
YDR122W_mRNA	KIN1	3646	YDR122W	307	147	3192
YLR096W_mRNA	KIN2	3714	YLR096W	97	176	3441
YDL108W_mRNA	KIN28	1191	YDL108W	97	176	918
YDL108W_pre-mRNA	KIN28	1272	YDL108W	97	176	999
YAR018C_mRNA	KIN3	1578	YAR018C	97	176	1305
YOR233W_mRNA	KIN4	2673	YOR233W	97	176	2400
YCR091W_mRNA	KIN82	2433	YCR091W	97	176	2160
YBL063W_mRNA	KIP1	3606	YBL063W	97	176	3333
YPL155C_mRNA	KIP2	2391	YPL155C	97	176	2118
YGL216W_mRNA	KIP3	2726	YGL216W	261	50	2415
YKL168C_mRNA	KKQ8	2445	YKL168C	97	176	2172
YDL049C_mRNA	KNH1	1077	YDL049C	97	176	804
YLL019C_mRNA	KNS1	2484	YLL019C	97	176	2211
YHR186C_mRNA	KOG1	4944	YHR186C	97	176	4671
YNL322C_mRNA	KRE1	1062	YNL322C	33	90	939
YDR483W_mRNA	KRE2	1653	YDR483W	172	155	1326
YDR532C_mRNA	KRE28	1428	YDR532C	97	176	1155
YER038C_mRNA	KRE29	1665	YER038C	97	176	1392
YNL132W_mRNA	KRE33	3356	YNL132W	91	97	3168
YOR336W_mRNA	KRE5	4368	YOR336W	97	176	4095
YPR159W_mRNA	KRE6	2729	YPR159W	282	287	2160
YJL174W_mRNA	KRE9	1128	YJL174W	128	172	828
YNL308C_mRNA	KRI1	2046	YNL308C	97	176	1773
YCL059C_mRNA	KRR1	1107	YCL059C	50	109	948
YDR037W_mRNA	KRS1	2292	YDR037W	450	69	1773
YNL024C-A_mRNA	KSH1	575	YNL024C-A	87	272	216
YHR082C_mRNA	KSP1	3360	YHR082C	97	176	3087
YGR040W_mRNA	KSS1	1377	YGR040W	97	176	1104
YBL071W-A_mRNA	KTI11	543	YBL071W-A	43	254	246
YKL110C_mRNA	KTI12	1290	YKL110C	232	119	939
YOR099W_mRNA	KTR1	1394	YOR099W	117	98	1179
YKR061W_mRNA	KTR2	1548	YKR061W	97	176	1275
YBR205W_mRNA	KTR3	1485	YBR205W	97	176	1212
YBR199W_mRNA	KTR4	1621	YBR199W	93	136	1392
YNL029C_mRNA	KTR5	1679	YNL029C	45	68	1566
YPL053C_mRNA	KTR6	1523	YPL053C	78	107	1338
YIL085C_mRNA	KTR7	1671	YIL085C	70	50	1551
YGL079W_mRNA	KXD1	832	YGL079W	33	145	654
YJL207C_mRNA	LAA1	6315	YJL207C	97	176	6042
YKL008C_mRNA	LAC1	1527	YKL008C	97	176	1254
YHL003C_mRNA	LAG1	1638	YHL003C	166	239	1233
YOL025W_mRNA	LAG2	2253	YOL025W	97	176	1980
YNL045W_mRNA	LAP2	2286	YNL045W	97	176	2013
YNL239W_mRNA	LAP3	1620	YNL239W	103	155	1362
YKR063C_mRNA	LAS1	1607	YKR063C	11	90	1506
YOR181W_mRNA	LAS17	2060	YOR181W	70	91	1899
YJL062W_mRNA	LAS21	2763	YJL062W	97	176	2490
YNL071W_mRNA	LAT1	1691	YNL071W	82	163	1446
YMR296C_mRNA	LCB1	1960	YMR296C	208	78	1674
YDR062W_mRNA	LCB2	2368	YDR062W	395	290	1683
YJL134W_mRNA	LCB3	1500	YJL134W	97	176	1227
YOR171C_mRNA	LCB4	2145	YOR171C	97	176	1872
YLR260W_mRNA	LCB5	2352	YLR260W	120	171	2061
YDR499W_mRNA	LCD1	2514	YDR499W	97	176	2241
YPL056C_mRNA	LCL1	576	YPL056C	97	176	303
YLR104W_mRNA	LCL2	497	YLR104W	40	64	393
YGL085W_mRNA	LCL3	1095	YGL085W	97	176	822
YER127W_mRNA	LCP5	1181	YER127W	21	89	1071
YCL005W_mRNA	LDB16	1041	YCL005W	97	176	768
YDL146W_mRNA	LDB17	1791	YDL146W	191	127	1473
YLL049W_mRNA	LDB18	810	YLL049W	97	176	537
YOR322C_mRNA	LDB19	2812	YOR322C	238	120	2454
YBL006C_mRNA	LDB7	720	YBL006C	21	159	540
YBR204C_mRNA	LDH1	1408	YBR204C	66	217	1125
YAL018C_mRNA	LDS1	1248	YAL018C	97	176	975
YOL047C_mRNA	LDS2	1341	YOL047C	97	176	1068
YOL047C_pre-mRNA	LDS2	1404	YOL047C	97	176	1131
YPL213W_mRNA	LEA1	987	YPL213W	97	176	714
YPL054W_mRNA	LEE1	1349	YPL054W	85	361	903
YNL323W_mRNA	LEM3	1515	YNL323W	97	176	1242
YOR123C_mRNA	LEO1	1665	YOR123C	97	176	1392
YGL009C_mRNA	LEU1	2580	YGL009C	79	164	2337
YCL018W_mRNA	LEU2	1365	YCL018W	97	176	1092
YLR451W_mRNA	LEU3	2931	YLR451W	97	176	2658
YNL104C_mRNA	LEU4	2160	YNL104C	197	106	1857
YHR002W_mRNA	LEU5	1360	YHR002W	148	141	1071
YOR108W_mRNA	LEU9	2012	YOR108W	91	109	1812
YPL055C_mRNA	LGE1	1090	YPL055C	19	75	996
YDL051W_mRNA	LHP1	1098	YDL051W	97	176	825
YKL073W_mRNA	LHS1	2783	YKL073W	44	96	2643
YJR070C_mRNA	LIA1	1175	YJR070C	87	113	975
YGL090W_mRNA	LIF1	1536	YGL090W	97	176	1263
YHR156C_mRNA	LIN1	1104	YHR156C	54	30	1020
YMR298W_mRNA	LIP1	660	YMR298W	65	145	450
YLR239C_mRNA	LIP2	1257	YLR239C	97	176	984
YOR196C_mRNA	LIP5	1432	YOR196C	48	142	1242
YHR192W_mRNA	LNP1	952	YHR192W	35	83	834
YPR139C_mRNA	LOA1	1073	YPR139C	75	98	900
YFR001W_mRNA	LOC1	757	YFR001W	46	99	612
YJL038C_mRNA	LOH1	930	YJL038C	97	176	657
YKL205W_mRNA	LOS1	3573	YKL205W	97	176	3300
YKL183W_mRNA	LOT5	1191	YKL183W	97	176	918
YLR011W_mRNA	LOT6	972	YLR011W	102	297	573
YFL018C_mRNA	LPD1	1675	YFL018C	103	75	1497
YOR059C_mRNA	LPL1	1453	YOR059C	45	58	1350
YDR503C_mRNA	LPP1	1026	YDR503C	42	162	822
YOR084W_mRNA	LPX1	1434	YOR084W	97	176	1161
YCL051W_mRNA	LRE1	2022	YCL051W	97	176	1749
YDL240W_mRNA	LRG1	3324	YDL240W	97	176	3051
YNR008W_mRNA	LRO1	2256	YNR008W	97	176	1983
YHR081W_mRNA	LRP1	739	YHR081W	61	126	552
YDR439W_mRNA	LRS4	1314	YDR439W	97	176	1041
YGR136W_mRNA	LSB1	996	YGR136W	97	176	723
YFR024C-A_mRNA	LSB3	1674	YFR024C-A	35	262	1377
YFR024C-A_pre-mRNA	LSB3	1768	YFR024C-A	35	262	1471
YCL034W_mRNA	LSB5	1335	YCL034W	97	176	1062
YJL100W_mRNA	LSB6	2094	YJL100W	97	176	1821
YOR142W_mRNA	LSC1	1462	YOR142W	228	247	987
YGR244C_mRNA	LSC2	1522	YGR244C	108	133	1281
YGL099W_mRNA	LSG1	2029	YGL099W	64	45	1920
YJL124C_mRNA	LSM1	964	YJL124C	172	276	516
YHR121W_mRNA	LSM12	767	YHR121W	72	134	561
YBL026W_mRNA	LSM2	516	YBL026W	76	155	285
YBL026W_pre-mRNA	LSM2	644	YBL026W	76	155	413
YLR438C-A_mRNA	LSM3	514	YLR438C-A	94	153	267
YER112W_mRNA	LSM4	758	YER112W	101	96	561
YER146W_mRNA	LSM5	420	YER146W	46	95	279
YDR378C_mRNA	LSM6	539	YDR378C	29	252	258
YNL147W_mRNA	LSM7	498	YNL147W	81	72	345
YNL147W_pre-mRNA	LSM7	594	YNL147W	81	72	441
YJR022W_mRNA	LSM8	600	YJR022W	97	176	327
YJR005C-A_mRNA	LSO1	552	YJR005C-A	97	176	279
YGR169C-A_mRNA	LSO2	781	YGR169C-A	104	401	276
YPL004C_mRNA	LSP1	1311	YPL004C	116	172	1023
YKL176C_mRNA	LST4	2757	YKL176C	97	176	2484
YGR057C_mRNA	LST7	999	YGR057C	97	176	726
YNL006W_mRNA	LST8	1300	YNL006W	27	364	909
YAL024C_mRNA	LTE1	4578	YAL024C	97	176	4305
YNL260C_mRNA	LTO1	867	YNL260C	97	176	594
YPR073C_mRNA	LTP1	777	YPR073C	70	224	483
YKL143W_mRNA	LTV1	1590	YKL143W	54	147	1389
YDL087C_mRNA	LUC7	1056	YDL087C	97	176	783
YNL268W_mRNA	LYP1	2118	YNL268W	64	221	1833
YIR034C_mRNA	LYS1	1392	YIR034C	97	176	1119
YIL094C_mRNA	LYS12	1386	YIL094C	97	176	1113
YDR034C_mRNA	LYS14	2598	YDR034C	152	76	2370
YBR115C_mRNA	LYS2	4449	YBR115C	97	176	4176
YDL182W_mRNA	LYS20	1419	YDL182W	38	97	1284
YDL131W_mRNA	LYS21	1485	YDL131W	50	115	1320
YDR234W_mRNA	LYS4	2318	YDR234W	120	119	2079
YGL154C_mRNA	LYS5	1089	YGL154C	97	176	816
YNR050C_mRNA	LYS9	1611	YNR050C	97	176	1338
YMR021C_mRNA	MAC1	1524	YMR021C	97	176	1251
YGL086W_mRNA	MAD1	2520	YGL086W	97	176	2247
YJL030W_mRNA	MAD2	812	YJL030W	38	186	588
YJL013C_mRNA	MAD3	1818	YJL013C	97	176	1545
YKL029C_mRNA	MAE1	2161	YKL029C	37	117	2007
YDR005C_mRNA	MAF1	1493	YDR005C	143	165	1185
YDR005C_pre-mRNA	MAF1	1573	YDR005C	143	165	1265
YER142C_mRNA	MAG1	1161	YER142C	97	176	888
YLR427W_mRNA	MAG2	2270	YLR427W	94	166	2010
YEL053C_mRNA	MAK10	2472	YEL053C	97	176	2199
YKL021C_mRNA	MAK11	1677	YKL021C	97	176	1404
YAL025C_mRNA	MAK16	1117	YAL025C	29	170	918
YDR060W_mRNA	MAK21	3216	YDR060W	50	91	3075
YPR051W_mRNA	MAK3	688	YPR051W	44	116	528
YCR020C-A_mRNA	MAK31	537	YCR020C-A	97	176	264
YCR019W_mRNA	MAK32	1362	YCR019W	97	176	1089
YBR142W_mRNA	MAK5	2592	YBR142W	97	176	2319
YGR289C_mRNA	MAL11	2121	YGR289C	97	176	1848
YGR292W_mRNA	MAL12	2025	YGR292W	97	176	1752
YGR288W_mRNA	MAL13	1692	YGR288W	97	176	1419
YBR298C_mRNA	MAL31	2115	YBR298C	97	176	1842
YBR299W_mRNA	MAL32	2025	YBR299W	97	176	1752
YBR297W_mRNA	MAL33	1664	YBR297W	39	221	1404
YER106W_mRNA	MAM1	1179	YER106W	97	176	906
YOL060C_mRNA	MAM3	2391	YOL060C	97	176	2118
YIL070C_mRNA	MAM33	1002	YIL070C	78	126	798
YLR244C_mRNA	MAP1	1243	YLR244C	23	59	1161
YBL091C_mRNA	MAP2	1463	YBL091C	51	149	1263
YLR163C_mRNA	MAS1	1584	YLR163C	51	147	1386
YHR024C_mRNA	MAS2	1757	YHR024C	38	273	1446
YCR040W_mRNA	MATALPHA1	798	YCR040W	97	176	525
YCR039C_mRNA	MATALPHA2	903	YCR039C	97	176	630
YBR185C_mRNA	MBA1	931	YBR185C	19	78	834
YJL199C_mRNA	MBB1	597	YJL199C	97	176	324
YOR298C-A_mRNA	MBF1	773	YOR298C-A	91	229	453
YDL056W_mRNA	MBP1	2772	YDL056W	97	176	2499
YKL093W_mRNA	MBR1	1290	YKL093W	97	176	1017
YOR197W_mRNA	MCA1	1471	YOR197W	22	153	1296
YDL003W_mRNA	MCD1	1920	YDL003W	112	110	1698
YKL165C_mRNA	MCD4	3030	YKL165C	97	176	2757
YDL054C_mRNA	MCH1	1731	YDL054C	97	176	1458
YKL221W_mRNA	MCH2	1692	YKL221W	97	176	1419
YOL119C_mRNA	MCH4	1776	YOL119C	97	176	1503
YOR306C_mRNA	MCH5	1836	YOR306C	97	176	1563
YNL307C_mRNA	MCK1	1596	YNL307C	138	333	1125
YMR043W_mRNA	MCM1	1230	YMR043W	306	66	858
YIL150C_mRNA	MCM10	1986	YIL150C	97	176	1713
YPR046W_mRNA	MCM16	622	YPR046W	15	64	543
YBL023C_mRNA	MCM2	2877	YBL023C	97	176	2604
YDR318W_mRNA	MCM21	1377	YDR318W	97	176	1104
YDR318W_pre-mRNA	MCM21	1460	YDR318W	97	176	1187
YJR135C_mRNA	MCM22	990	YJR135C	97	176	717
YEL032W_mRNA	MCM3	3186	YEL032W	97	176	2913
YPR019W_mRNA	MCM4	3072	YPR019W	97	176	2799
YLR274W_mRNA	MCM5	2473	YLR274W	20	128	2325
YGL201C_mRNA	MCM6	3306	YGL201C	67	188	3051
YBR202W_mRNA	MCM7	2768	YBR202W	65	168	2535
YOR228C_mRNA	MCP1	1179	YOR228C	97	176	906
YLR253W_mRNA	MCP2	1870	YLR253W	68	95	1707
YKL150W_mRNA	MCR1	1235	YKL150W	153	176	906
YKL150W_pre-mRNA	MCR1	1323	YKL150W	153	176	994
YOR221C_mRNA	MCT1	1354	YOR221C	102	172	1080
YBR227C_mRNA	MCX1	1833	YBR227C	97	176	1560
YJR024C_mRNA	MDE1	1005	YJR024C	97	176	732
YNL173C_mRNA	MDG1	1270	YNL173C	52	120	1098
YKL085W_mRNA	MDH1	1549	YKL085W	156	391	1002
YOL126C_mRNA	MDH2	1417	YOL126C	76	210	1131
YDL078C_mRNA	MDH3	1258	YDL078C	72	157	1029
YFL016C_mRNA	MDJ1	1701	YFL016C	81	87	1533
YNL328C_mRNA	MDJ2	711	YNL328C	97	176	438
YLR188W_mRNA	MDL1	2304	YLR188W	78	141	2085
YPL270W_mRNA	MDL2	2444	YPL270W	23	102	2319
YML104C_mRNA	MDM1	3451	YML104C	36	34	3381
YAL010C_mRNA	MDM10	1624	YAL010C	41	104	1479
YOL009C_mRNA	MDM12	1086	YOL009C	97	176	813
YOL076W_mRNA	MDM20	2521	YOL076W	22	111	2388
YLR368W_mRNA	MDM30	1840	YLR368W	8	38	1794
YHR194W_mRNA	MDM31	1875	YHR194W	53	85	1737
YOR147W_mRNA	MDM32	2088	YOR147W	46	176	1866
YGL219C_mRNA	MDM34	1507	YGL219C	48	82	1377
YKL053C-A_mRNA	MDM35	464	YKL053C-A	86	120	258
YPR083W_mRNA	MDM36	1895	YPR083W	34	124	1737
YOL027C_mRNA	MDM38	1935	YOL027C	41	175	1719
YLR106C_mRNA	MDN1	15003	YLR106C	97	176	14730
YGR100W_mRNA	MDR1	3049	YGR100W	100	99	2850
YGL197W_mRNA	MDS3	4734	YGL197W	97	176	4461
YJL112W_mRNA	MDV1	2333	YJL112W	44	147	2142
YOL111C_mRNA	MDY2	909	YOL111C	97	176	636
YBR136W_mRNA	MEC1	7377	YBR136W	97	176	7104
YLR288C_mRNA	MEC3	1695	YLR288C	97	176	1422
YPR070W_mRNA	MED1	2129	YPR070W	82	349	1698
YMR112C_mRNA	MED11	666	YMR112C	97	176	393
YDL005C_mRNA	MED2	1566	YDL005C	97	176	1293
YOR174W_mRNA	MED4	1099	YOR174W	119	128	852
YHR058C_mRNA	MED6	964	YHR058C	19	60	885
YOL135C_mRNA	MED7	834	YOL135C	38	130	666
YBR193C_mRNA	MED8	1139	YBR193C	41	429	669
YLR069C_mRNA	MEF1	2476	YLR069C	19	174	2283
YJL102W_mRNA	MEF2	2730	YJL102W	97	176	2457
YKR007W_mRNA	MEH1	662	YKR007W	23	87	552
YER044C-A_mRNA	MEI4	1497	YER044C-A	97	176	1224
YER044C-A_pre-mRNA	MEI4	1585	YER044C-A	97	176	1312
YPL121C_mRNA	MEI5	939	YPL121C	97	176	666
YOR351C_mRNA	MEK1	1764	YOR351C	97	176	1491
YGR121C_mRNA	MEP1	1749	YGR121C	97	176	1476
YNL142W_mRNA	MEP2	1770	YNL142W	97	176	1497
YPR138C_mRNA	MEP3	1812	YPR138C	225	120	1467
YNL210W_mRNA	MER1	1083	YNL210W	97	176	810
YGR264C_mRNA	MES1	2526	YGR264C	97	176	2253
YKR069W_mRNA	MET1	1962	YKR069W	153	30	1779
YFR030W_mRNA	MET10	3278	YFR030W	119	54	3105
YPL023C_mRNA	MET12	2240	YPL023C	137	132	1971
YGL125W_mRNA	MET13	2073	YGL125W	97	176	1800
YKL001C_mRNA	MET14	838	YKL001C	116	116	606
YPR167C_mRNA	MET16	915	YPR167C	50	82	783
YLR303W_mRNA	MET17	1489	YLR303W	52	105	1332
YIL128W_mRNA	MET18	3369	YIL128W	97	176	3096
YNL277W_mRNA	MET2	1731	YNL277W	97	176	1458
YOL064C_mRNA	MET22	1344	YOL064C	97	176	1071
YIR017C_mRNA	MET28	834	YIR017C	97	176	561
YJR010W_mRNA	MET3	1806	YJR010W	97	176	1533
YIL046W_mRNA	MET30	2141	YIL046W	68	153	1920
YPL038W_mRNA	MET31	661	YPL038W	15	115	531
YDR253C_mRNA	MET32	846	YDR253C	97	176	573
YNL103W_mRNA	MET4	2297	YNL103W	195	86	2016
YJR137C_mRNA	MET5	4599	YJR137C	97	176	4326
YER091C_mRNA	MET6	2574	YER091C	97	176	2301
YOR241W_mRNA	MET7	1917	YOR241W	97	176	1644
YBR213W_mRNA	MET8	1095	YBR213W	97	176	822
YLR017W_mRNA	MEU1	1284	YLR017W	97	176	1011
YPL169C_mRNA	MEX67	2052	YPL169C	51	204	1797
YPL187W_mRNA	MF%28ALPHA%291	768	YPL187W	97	176	495
YGL089C_mRNA	MF%28ALPHA%292	633	YGL089C	97	176	360
YDR461W_mRNA	MFA1	287	YDR461W	28	151	108
YNL145W_mRNA	MFA2	333	YNL145W	41	178	114
YDR219C_mRNA	MFB1	1802	YDR219C	210	197	1395
YDL233W_mRNA	MFG1	1570	YDL233W	16	180	1374
YPL060W_mRNA	MFM1	1512	YPL060W	97	176	1239
YML062C_mRNA	MFT1	1304	YML062C	32	96	1176
YGR249W_mRNA	MGA1	1641	YGR249W	97	176	1368
YIR033W_mRNA	MGA2	3612	YIR033W	97	176	3339
YOR232W_mRNA	MGE1	964	YOR232W	117	163	684
YOR211C_mRNA	MGM1	2916	YOR211C	97	176	2643
YJR144W_mRNA	MGM101	949	YJR144W	67	75	807
YCL044C_mRNA	MGR1	1464	YCL044C	41	172	1251
YPL098C_mRNA	MGR2	615	YPL098C	71	205	339
YMR115W_mRNA	MGR3	1631	YMR115W	54	74	1503
YNL218W_mRNA	MGS1	2034	YNL218W	97	176	1761
YDL200C_mRNA	MGT1	837	YDL200C	97	176	564
YOL086W-A_mRNA	MHF1	430	YOL086W-A	57	103	270
YDL160C-A_mRNA	MHF2	513	YDL160C-A	97	176	240
YJR008W_mRNA	MHO1	1248	YJR008W	151	83	1014
YJL042W_mRNA	MHP1	4467	YJL042W	97	176	4194
YDR296W_mRNA	MHR1	808	YDR296W	53	77	678
YLL062C_mRNA	MHT1	1178	YLL062C	79	127	972
YKL195W_mRNA	MIA40	1425	YKL195W	51	165	1209
YCL057C-A_mRNA	MIC10	531	YCL057C-A	52	188	291
YBR262C_mRNA	MIC12	591	YBR262C	97	176	318
YFR011C_mRNA	MIC19	700	YFR011C	44	146	510
YGR235C_mRNA	MIC26	881	YGR235C	71	111	699
YNL100W_mRNA	MIC27	871	YNL100W	50	119	702
YKR016W_mRNA	MIC60	1900	YKR016W	46	234	1620
YNL291C_mRNA	MID1	1917	YNL291C	97	176	1644
YLR332W_mRNA	MID2	1756	YLR332W	431	197	1128
YKL089W_mRNA	MIF2	1883	YKL089W	12	224	1647
YGL035C_mRNA	MIG1	1785	YGL035C	97	176	1512
YGL209W_mRNA	MIG2	1419	YGL209W	97	176	1146
YER028C_mRNA	MIG3	1455	YER028C	97	176	1182
YMR036C_mRNA	MIH1	1935	YMR036C	97	176	1662
YOL026C_mRNA	MIM1	477	YOL026C	39	99	339
YLR099W-A_mRNA	MIM2	399	YLR099W-A	68	70	261
YOR330C_mRNA	MIP1	4035	YOR330C	97	176	3762
YHR015W_mRNA	MIP6	2250	YHR015W	97	176	1977
YJR077C_mRNA	MIR1	1206	YJR077C	97	176	933
YBR084W_mRNA	MIS1	3158	YBR084W	69	164	2925
YEL007W_mRNA	MIT1	2271	YEL007W	97	176	1998
YDR031W_mRNA	MIX14	604	YDR031W	47	194	363
YMR002W_mRNA	MIX17	803	YMR002W	93	242	468
YBL107C_mRNA	MIX23	745	YBL107C	11	146	588
YDR144C_mRNA	MKC7	2014	YDR144C	140	86	1788
YOR231W_mRNA	MKK1	1797	YOR231W	97	176	1524
YPL140C_mRNA	MKK2	1791	YPL140C	97	176	1518
YNL076W_mRNA	MKS1	2025	YNL076W	97	176	1752
YNL085W_mRNA	MKT1	2763	YNL085W	97	176	2490
YGL106W_mRNA	MLC1	614	YGL106W	29	138	447
YPR188C_mRNA	MLC2	762	YPR188C	97	176	489
YNL074C_mRNA	MLF3	1629	YNL074C	97	176	1356
YMR167W_mRNA	MLH1	2580	YMR167W	97	176	2307
YLR035C_mRNA	MLH2	2358	YLR035C	97	176	2085
YPL164C_mRNA	MLH3	2418	YPL164C	97	176	2145
YKR095W_mRNA	MLP1	5898	YKR095W	97	176	5625
YIL149C_mRNA	MLP2	5310	YIL149C	97	176	5037
YNL117W_mRNA	MLS1	1935	YNL117W	97	176	1662
YIL051C_mRNA	MMF1	674	YIL051C	81	158	435
YLL006W_mRNA	MMM1	1354	YLL006W	38	38	1278
YLL061W_mRNA	MMP1	2022	YLL061W	97	176	1749
YLR190W_mRNA	MMR1	2260	YLR190W	378	409	1473
YPR164W_mRNA	MMS1	4494	YPR164W	97	176	4221
YGL087C_mRNA	MMS2	603	YGL087C	60	132	411
YGL087C_pre-mRNA	MMS2	688	YGL087C	60	132	496
YEL019C_mRNA	MMS21	1074	YEL019C	97	176	801
YLR320W_mRNA	MMS22	4635	YLR320W	97	176	4362
YBR098W_mRNA	MMS4	2346	YBR098W	97	176	2073
YMR177W_mRNA	MMT1	1803	YMR177W	97	176	1530
YPL224C_mRNA	MMT2	1820	YPL224C	200	168	1452
YGL183C_mRNA	MND1	930	YGL183C	97	176	657
YGL183C_pre-mRNA	MND1	1013	YGL183C	97	176	740
YIR025W_mRNA	MND2	1377	YIR025W	97	176	1104
YOR350C_mRNA	MNE1	2094	YOR350C	33	72	1989
YHR204W_mRNA	MNL1	2661	YHR204W	97	176	2388
YLR057W_mRNA	MNL2	2820	YLR057W	97	176	2547
YER001W_mRNA	MNN1	2628	YER001W	49	293	2286
YDR245W_mRNA	MNN10	1409	YDR245W	84	146	1179
YJL183W_mRNA	MNN11	1451	YJL183W	75	110	1266
YBR015C_mRNA	MNN2	2055	YBR015C	137	127	1791
YKL201C_mRNA	MNN4	3807	YKL201C	97	176	3534
YJL186W_mRNA	MNN5	1943	YJL186W	37	148	1758
YPL050C_mRNA	MNN9	1458	YPL050C	97	176	1185
YGL068W_mRNA	MNP1	808	YGL068W	47	179	582
YKL064W_mRNA	MNR2	3180	YKL064W	97	176	2907
YJR131W_mRNA	MNS1	1733	YJR131W	28	58	1647
YGL257C_mRNA	MNT2	1947	YGL257C	97	176	1674
YIL014W_mRNA	MNT3	2068	YIL014W	174	4	1890
YNR059W_mRNA	MNT4	2013	YNR059W	97	176	1740
YIL106W_mRNA	MOB1	1178	YIL106W	107	129	942
YIL106W_pre-mRNA	MOB1	1263	YIL106W	107	129	1027
YFL034C-B_mRNA	MOB2	1101	YFL034C-B	64	176	861
YFL034C-B_pre-mRNA	MOB2	1215	YFL034C-B	64	176	975
YOR274W_mRNA	MOD5	1543	YOR274W	97	162	1284
YJR074W_mRNA	MOG1	927	YJR074W	97	176	654
YBL049W_mRNA	MOH1	687	YBL049W	97	176	414
YGL124C_mRNA	MON1	2205	YGL124C	97	176	1932
YNL297C_mRNA	MON2	5181	YNL297C	97	176	4908
YPL082C_mRNA	MOT1	5874	YPL082C	97	176	5601
YER068W_mRNA	MOT2	2034	YER068W	97	176	1761
YMR070W_mRNA	MOT3	1743	YMR070W	97	176	1470
YNL249C_mRNA	MPA43	1899	YNL249C	97	176	1626
YGL080W_mRNA	MPC1	731	YGL080W	72	269	390
YHR162W_mRNA	MPC2	709	YHR162W	203	119	387
YGR243W_mRNA	MPC3	734	YGR243W	144	152	438
YOR177C_mRNA	MPC54	1665	YOR177C	97	176	1392
YOR288C_mRNA	MPD1	1227	YOR288C	97	176	954
YOL088C_mRNA	MPD2	1060	YOL088C	82	147	831
YKL059C_mRNA	MPE1	1556	YKL059C	52	181	1323
YIR002C_mRNA	MPH1	3252	YIR002C	97	176	2979
YDL247W_mRNA	MPH2	2100	YDL247W	97	176	1827
YJR160C_mRNA	MPH3	2079	YJR160C	97	176	1806
YJL066C_mRNA	MPM1	1029	YJL066C	97	176	756
YGL010W_mRNA	MPO1	757	YGL010W	58	177	522
YJR002W_mRNA	MPP10	2168	YJR002W	15	374	1779
YNR024W_mRNA	MPP6	712	YNR024W	24	130	558
YDL028C_mRNA	MPS1	2565	YDL028C	97	176	2292
YGL075C_mRNA	MPS2	1434	YGL075C	97	176	1161
YJL019W_mRNA	MPS3	2319	YJL019W	97	176	2046
YGL178W_mRNA	MPT5	2850	YGL178W	97	176	2577
YGL178W_pre-mRNA	MPT5	3490	YGL178W	97	176	3217
YCL061C_mRNA	MRC1	3561	YCL061C	97	176	3288
YPR112C_mRNA	MRD1	2934	YPR112C	97	176	2661
YMR224C_mRNA	MRE11	2349	YMR224C	97	176	2076
YGL143C_mRNA	MRF1	1512	YGL143C	97	176	1239
YDR033W_mRNA	MRH1	1813	YDR033W	368	485	960
YGL064C_mRNA	MRH4	1956	YGL064C	97	176	1683
YPR118W_mRNA	MRI1	1354	YPR118W	42	79	1233
YDL079C_mRNA	MRK1	1776	YDL079C	97	176	1503
YDL079C_pre-mRNA	MRK1	2068	YDL079C	97	176	1795
YPR079W_mRNA	MRL1	1416	YPR079W	97	176	1143
YOR201C_mRNA	MRM1	1509	YOR201C	97	176	1236
YGL136C_mRNA	MRM2	1233	YGL136C	97	176	960
YPL184C_mRNA	MRN1	2109	YPL184C	97	176	1836
YDR347W_mRNA	MRP1	1168	YDR347W	91	114	963
YDL045W-A_mRNA	MRP10	474	YDL045W-A	54	135	285
YGR084C_mRNA	MRP13	1290	YGR084C	97	176	1017
YKL003C_mRNA	MRP17	570	YKL003C	41	136	393
YPR166C_mRNA	MRP2	478	YPR166C	38	95	345
YDR405W_mRNA	MRP20	994	YDR405W	53	152	789
YBL090W_mRNA	MRP21	704	YBL090W	47	126	531
YHL004W_mRNA	MRP4	1366	YHL004W	80	104	1182
YKL167C_mRNA	MRP49	638	YKL167C	26	201	411
YPL118W_mRNA	MRP51	1220	YPL118W	86	102	1032
YNL005C_mRNA	MRP7	1269	YNL005C	77	79	1113
YKL142W_mRNA	MRP8	897	YKL142W	97	143	657
YDR116C_mRNA	MRPL1	999	YDR116C	46	98	855
YNL284C_mRNA	MRPL10	1239	YNL284C	97	176	966
YDL202W_mRNA	MRPL11	1020	YDL202W	97	176	747
YKR006C_mRNA	MRPL13	873	YKR006C	11	70	792
YLR312W-A_mRNA	MRPL15	906	YLR312W-A	34	113	759
YBL038W_mRNA	MRPL16	835	YBL038W	70	69	696
YNL252C_mRNA	MRPL17	977	YNL252C	15	119	843
YNL185C_mRNA	MRPL19	747	YNL185C	97	176	474
YKR085C_mRNA	MRPL20	693	YKR085C	25	83	585
YNL177C_mRNA	MRPL22	1144	YNL177C	54	163	927
YOR150W_mRNA	MRPL23	650	YOR150W	50	111	489
YMR193W_mRNA	MRPL24	975	YMR193W	75	126	774
YGR076C_mRNA	MRPL25	644	YGR076C	72	101	471
YBR282W_mRNA	MRPL27	586	YBR282W	38	110	438
